lat,lon,class,source
29.43694,110.17778,1,Academic_206
29.21111,110.57861,1,Academic_206
29.37031,110.32781,1,Academic_206
29.50617,110.89725,1,Academic_206
29.30453,110.99375,1,Academic_206
29.23272,110.66825,1,Academic_206
29.52194,110.24806,1,Academic_206
29.40972,110.10111,1,Academic_206
29.4642,110.66636,1,Academic_206
29.64233,110.90478,1,Academic_206
29.39367,110.48925,1,Academic_206
29.64672,110.93325,1,Academic_206
29.64106,110.91878,1,Academic_206
29.45111,110.18667,1,Academic_206
29.57472,110.38694,1,Academic_206
29.44917,110.16194,1,Academic_206
29.35472,110.21917,1,Academic_206
29.37806,110.28139,1,Academic_206
29.45167,110.06889,1,Academic_206
29.63667,109.97722,1,Academic_206
29.49139,110.04944,1,Academic_206
29.52667,109.84833,1,Academic_206
29.53,109.925,1,Academic_206
29.39639,110.08694,1,Academic_206
29.44278,110.18361,1,Academic_206
29.40528,110.18861,1,Academic_206
29.55522,111.04867,1,Academic_206
29.45972,111.15472,1,Academic_206
29.55194,109.89889,1,Academic_206
29.42222,110.1375,1,Academic_206
29.49194,110.38139,1,Academic_206
29.35333,111.04417,1,Academic_206
29.41528,110.12556,1,Academic_206
29.37555,110.27306,1,Academic_206
29.42472,110.14139,1,Academic_206
29.62617,110.86372,1,Academic_206
29.62581,111.00503,1,Academic_206
29.23444,110.63728,1,Academic_206
29.53111,109.88,1,Academic_206
29.39036,110.47831,1,Academic_206
29.39744,110.39517,1,Academic_206
29.36525,110.32483,1,Academic_206
29.63961,110.90108,1,Academic_206
29.60997,110.85603,1,Academic_206
29.38833,111.22917,1,Academic_206
29.45028,110.195,1,Academic_206
29.455,110.19111,1,Academic_206
29.69917,110.59083,1,Academic_206
29.36333,110.255,1,Academic_206
29.35167,110.22444,1,Academic_206
29.53278,110.46389,1,Academic_206
29.5325,110.47528,1,Academic_206
29.54944,110.11722,1,Academic_206
29.5175,110.24,1,Academic_206
29.43667,110.36306,1,Academic_206
29.41639,110.09778,1,Academic_206
29.45694,111.13583,1,Academic_206
29.29117,110.65408,1,Academic_206
29.39083,110.12222,1,Academic_206
29.59333,109.94389,1,Academic_206
29.67417,110.71333,1,Academic_206
29.67622,110.89664,1,Academic_206
29.62622,110.87833,1,Academic_206
29.60408,110.82731,1,Academic_206
29.57783,111.08542,1,Academic_206
29.5655,110.9885,1,Academic_206
29.33658,111.01122,1,Academic_206
29.41611,110.23889,1,Academic_206
29.66111,110.86533,1,Academic_206
29.56753,110.99028,1,Academic_206
29.51472,110.28583,1,Academic_206
29.69278,110.75639,1,Academic_206
29.60417,110.56917,1,Academic_206
29.52472,110.09333,1,Academic_206
29.53056,109.82861,1,Academic_206
29.5175,109.84889,1,Academic_206
29.50583,110.30194,1,Academic_206
29.62322,110.87472,1,Academic_206
29.35667,110.24389,1,Academic_206
29.54944,110.07167,1,Academic_206
29.51056,109.89361,1,Academic_206
29.15639,110.47083,1,Academic_206
29.15639,110.47083,1,Academic_206
29.38508,110.39247,1,Academic_206
29.40305,110.42278,1,Academic_206
29.52833,110.85056,1,Academic_206
29.47139,111.01528,1,Academic_206
29.44861,111.16944,1,Academic_206
29.42056,111.04417,1,Academic_206
29.18869,110.96783,1,Academic_206
29.48389,110.51722,1,Academic_206
29.50861,110.44167,1,Academic_206
29.55806,110.12111,1,Academic_206
29.48389,109.98889,1,Academic_206
29.64333,110.17972,1,Academic_206
29.70389,110.12056,1,Academic_206
29.55722,110.12667,1,Academic_206
29.45083,110.15639,1,Academic_206
29.61333,110.31778,1,Academic_206
29.59222,110.55778,1,Academic_206
29.36444,109.95972,1,Academic_206
29.52972,110.09833,1,Academic_206
29.45528,110.14111,1,Academic_206
29.42444,110.16444,1,Academic_206
29.59444,110.27083,1,Academic_206
29.48589,110.42744,1,Academic_206
29.6025,110.57417,1,Academic_206
29.46167,110.18194,1,Academic_206
29.66083,110.70444,1,Academic_206
29.52833,110.29389,1,Academic_206
29.72639,110.65556,1,Academic_206
29.31806,110.13417,1,Academic_206
29.34167,110.24583,1,Academic_206
29.22611,110.17583,1,Academic_206
29.01111,110.83056,1,Academic_206
29.32833,110.31694,1,Academic_206
29.17861,110.49722,1,Academic_206
29.67397,110.97589,1,Academic_206
29.65514,110.93325,1,Academic_206
29.64422,110.92831,1,Academic_206
29.63314,110.93294,1,Academic_206
29.63264,110.89056,1,Academic_206
29.63019,110.92967,1,Academic_206
29.63,111.03322,1,Academic_206
29.62267,110.89794,1,Academic_206
29.61186,110.8995,1,Academic_206
29.60769,110.88803,1,Academic_206
29.59092,110.81625,1,Academic_206
29.58172,111.22378,1,Academic_206
29.34972,111.03717,1,Academic_206
29.37581,111.09097,1,Academic_206
29.296,110.62272,1,Academic_206
29.26508,110.61625,1,Academic_206
29.56806,110.37056,1,Academic_206
29.38889,110.09917,1,Academic_206
29.53222,110.27389,1,Academic_206
29.44389,110.31861,1,Academic_206
29.48556,110.57389,1,Academic_206
29.23269,110.5235,1,Academic_206
29.3619169285,110.348509351,0,NonLandslide_206
29.5623025113,110.108718643,0,NonLandslide_206
29.5349295296,110.576117675,0,NonLandslide_206
29.5599236181,110.56457742,0,NonLandslide_206
29.2942864403,110.710622866,0,NonLandslide_206
29.4859022725,110.327226374,0,NonLandslide_206
29.4798951789,110.651351862,0,NonLandslide_206
29.0553802936,110.741107845,0,NonLandslide_206
29.2123482379,110.481592525,0,NonLandslide_206
29.3063784558,110.825655378,0,NonLandslide_206
29.6263755637,109.980662797,0,NonLandslide_206
29.4133402888,110.687918266,0,NonLandslide_206
29.446845811,110.434678701,0,NonLandslide_206
29.267067440799998,111.069138596,0,NonLandslide_206
29.2942795833,110.35717593,0,NonLandslide_206
29.0570207245,110.729879847,0,NonLandslide_206
29.6439250232,110.017894861,0,NonLandslide_206
29.3076941037,110.775043545,0,NonLandslide_206
29.30856476,110.877352223,0,NonLandslide_206
29.2149951629,110.083063981,0,NonLandslide_206
29.2793618669,111.112112499,0,NonLandslide_206
29.2813026996,110.822645848,0,NonLandslide_206
29.0934894531,110.800467037,0,NonLandslide_206
29.6072977409,110.285534786,0,NonLandslide_206
29.1989957821,111.087532117,0,NonLandslide_206
29.5694851471,110.881643333,0,NonLandslide_206
29.1573201503,110.552099817,0,NonLandslide_206
29.6647887827,110.012454746,0,NonLandslide_206
29.7735143372,110.066073087,0,NonLandslide_206
29.537583295,110.067665464,0,NonLandslide_206
29.4400363754,110.48549123,0,NonLandslide_206
28.9185347659,110.376916076,0,NonLandslide_206
29.2411014026,110.433366258,0,NonLandslide_206
29.4390376436,110.384278316,0,NonLandslide_206
29.5098514683,109.905584687,0,NonLandslide_206
29.5182761036,111.236569603,0,NonLandslide_206
29.618847233,109.966279946,0,NonLandslide_206
29.5960101035,109.825369024,0,NonLandslide_206
29.1267755434,110.369781478,0,NonLandslide_206
29.3705392135,110.234866081,0,NonLandslide_206
29.5643666645,110.061637468,0,NonLandslide_206
29.5140036949,111.120657634,0,NonLandslide_206
29.6486029394,110.497949653,0,NonLandslide_206
29.1060171933,110.886619198,0,NonLandslide_206
29.4534752309,109.800254463,0,NonLandslide_206
29.1197352999,110.270871782,0,NonLandslide_206
28.9929769356,110.504592268,0,NonLandslide_206
29.4569119001,109.958022491,0,NonLandslide_206
29.2392612765,110.369714237,0,NonLandslide_206
29.5679300177,110.633650313,0,NonLandslide_206
29.2911873321,110.920354424,0,NonLandslide_206
29.4578139512,110.319955743,0,NonLandslide_206
29.4748295185,110.437002401,0,NonLandslide_206
29.3059640186,110.670523281,0,NonLandslide_206
29.0027010025,110.609860177,0,NonLandslide_206
29.6455409758,110.861311695,0,NonLandslide_206
29.448704626,110.983305779,0,NonLandslide_206
29.2833559138,110.670434966,0,NonLandslide_206
29.6155299232,110.234731775,0,NonLandslide_206
29.1065091049,110.596533873,0,NonLandslide_206
29.2473956192,110.272823622,0,NonLandslide_206
29.00249965,110.590020558,0,NonLandslide_206
29.6877537135,110.162343148,0,NonLandslide_206
29.4391272595,110.786474485,0,NonLandslide_206
29.6249797429,110.333377411,0,NonLandslide_206
29.6050159357,109.711606351,0,NonLandslide_206
29.516634656,110.501947226,0,NonLandslide_206
29.6989316874,110.559820925,0,NonLandslide_206
29.3855330293,110.359748026,0,NonLandslide_206
29.6576168772,110.480379142,0,NonLandslide_206
29.5756609558,110.311951822,0,NonLandslide_206
29.1738211339,110.69635676,0,NonLandslide_206
29.6914547475,110.679812872,0,NonLandslide_206
28.9435471535,110.35409043,0,NonLandslide_206
29.6237425822,110.489866212,0,NonLandslide_206
29.2831972315,110.850241677,0,NonLandslide_206
29.3122076144,111.057147487,0,NonLandslide_206
29.4424375272,111.179435693,0,NonLandslide_206
29.4412682311,110.408294461,0,NonLandslide_206
29.3051381069,110.187163533,0,NonLandslide_206
29.6477056294,109.987558513,0,NonLandslide_206
29.5553185208,110.777495683,0,NonLandslide_206
29.4863611482,110.038682305,0,NonLandslide_206
29.4433832429,111.298005386,0,NonLandslide_206
29.6130927735,110.055329411,0,NonLandslide_206
29.1579312294,110.574184427,0,NonLandslide_206
29.2623398532,110.342805327,0,NonLandslide_206
29.361856132,110.409301551,0,NonLandslide_206
29.3725276073,111.129340465,0,NonLandslide_206
29.5006759427,110.983066342,0,NonLandslide_206
29.1936390524,110.825018154,0,NonLandslide_206
29.5527508196,109.833053408,0,NonLandslide_206
29.4440617067,109.956133131,0,NonLandslide_206
29.376802538,110.452704235,0,NonLandslide_206
29.5347286976,111.230823996,0,NonLandslide_206
29.573877983,110.232220771,0,NonLandslide_206
29.586912287,111.075824208,0,NonLandslide_206
29.0985703264,110.37925856,0,NonLandslide_206
29.6561244027,110.106768255,0,NonLandslide_206
29.4946831109,110.235414625,0,NonLandslide_206
29.5553176671,110.00824379,0,NonLandslide_206
29.5616735039,110.18645544,0,NonLandslide_206
29.2635478786,110.627731856,0,NonLandslide_206
29.6508799741,110.845490107,0,NonLandslide_206
29.668845224,110.941743166,0,NonLandslide_206
28.9575237719,110.639421662,0,NonLandslide_206
29.3712343258,110.911927884,0,NonLandslide_206
29.1162546036,110.325188037,0,NonLandslide_206
29.3016866761,110.72787978,0,NonLandslide_206
29.6809964072,110.57014711,0,NonLandslide_206
29.4104167998,110.794099975,0,NonLandslide_206
29.3579080543,110.00588927,0,NonLandslide_206
29.3673828777,110.89422469,0,NonLandslide_206
29.1622310655,110.585590175,0,NonLandslide_206
29.3228907206,111.173844869,0,NonLandslide_206
29.0530213516,110.824711297,0,NonLandslide_206
29.322883243,111.049943174,0,NonLandslide_206
29.3520435458,110.591117945,0,NonLandslide_206
29.4906624634,110.140959528,0,NonLandslide_206
29.4651719181,109.852933719,0,NonLandslide_206
28.9984608631,110.498493792,0,NonLandslide_206
29.1963052267,110.466063749,0,NonLandslide_206
29.6368931847,110.178771442,0,NonLandslide_206
29.6522213481,110.548073752,0,NonLandslide_206
29.1726642818,110.200027788,0,NonLandslide_206
29.0280550594,110.631807482,0,NonLandslide_206
29.4627288018,110.277604887,0,NonLandslide_206
28.9869969661,110.808895136,0,NonLandslide_206
29.5492413137,110.033728677,0,NonLandslide_206
29.1780767308,110.731939874,0,NonLandslide_206
29.6318804825,110.119472279,0,NonLandslide_206
29.294896693,110.37435634,0,NonLandslide_206
29.1919160468,110.507551428,0,NonLandslide_206
29.043908021,110.880552381,0,NonLandslide_206
29.375145469,109.984305356,0,NonLandslide_206
29.3003369026,110.182420428,0,NonLandslide_206
29.4536975071,110.96677206,0,NonLandslide_206
29.7124221633,110.056424835,0,NonLandslide_206
29.6451676927,110.522704923,0,NonLandslide_206
29.3605791596,110.891237561,0,NonLandslide_206
29.309073414,110.538922671,0,NonLandslide_206
29.6719230633,110.84385199,0,NonLandslide_206
28.9731592874,110.825618123,0,NonLandslide_206
29.3921964134,109.831289975,0,NonLandslide_206
29.6756692267,109.887361408,0,NonLandslide_206
29.495745009,111.301333435,0,NonLandslide_206
29.0145936685,110.856316416,0,NonLandslide_206
29.6858718724,110.569121336,0,NonLandslide_206
29.7189285819,110.098041904,0,NonLandslide_206
28.9595180456,110.689324546,0,NonLandslide_206
29.3165413947,110.155504022,0,NonLandslide_206
29.4973301681,110.410861274,0,NonLandslide_206
29.5724944385,109.893736164,0,NonLandslide_206
29.145591413,110.234917133,0,NonLandslide_206
29.2682997567,110.19002426,0,NonLandslide_206
29.1306024719,110.631360324,0,NonLandslide_206
29.3662603034,110.793847342,0,NonLandslide_206
29.5621461658,110.197661179,0,NonLandslide_206
29.1449028259,111.010261149,0,NonLandslide_206
29.5880608986,110.655878862,0,NonLandslide_206
29.5405564754,110.046758521,0,NonLandslide_206
29.4802025488,110.225129117,0,NonLandslide_206
29.4310417927,110.372936975,0,NonLandslide_206
29.2616103896,110.522088828,0,NonLandslide_206
29.2489306714,110.413567433,0,NonLandslide_206
29.6706133159,111.021785464,0,NonLandslide_206
29.4932386278,110.450554844,0,NonLandslide_206
29.3956151267,110.506866283,0,NonLandslide_206
29.7211197214,110.644297805,0,NonLandslide_206
29.4919471047,110.957240059,0,NonLandslide_206
29.1529176967,110.978373965,0,NonLandslide_206
29.1245034098,110.922850137,0,NonLandslide_206
29.5945210306,110.16408622,0,NonLandslide_206
28.984023437,110.387098556,0,NonLandslide_206
29.2635968271,110.48704717,0,NonLandslide_206
29.7769856916,110.05644622,0,NonLandslide_206
29.0389868709,110.763794167,0,NonLandslide_206
29.738135677,110.074884247,0,NonLandslide_206
28.9217859651,110.387984167,0,NonLandslide_206
29.0241517998,110.406794063,0,NonLandslide_206
29.166954547,110.704079265,0,NonLandslide_206
29.4716058261,111.131683753,0,NonLandslide_206
29.5080499169,111.146866221,0,NonLandslide_206
29.4775385156,110.353859799,0,NonLandslide_206
29.2794112557,110.333006196,0,NonLandslide_206
29.0073675154,110.659593471,0,NonLandslide_206
29.2393129776,110.80532009,0,NonLandslide_206
28.896217509,110.523045331,0,NonLandslide_206
29.6268274747,110.738132926,0,NonLandslide_206
29.7518031739,110.073315783,0,NonLandslide_206
29.0336836158,110.686313023,0,NonLandslide_206
29.609531087,109.793206948,0,NonLandslide_206
29.4581955865,110.304304164,0,NonLandslide_206
29.1294690549,110.772979284,0,NonLandslide_206
29.6276077645,111.045962744,0,NonLandslide_206
29.22877313,110.419164071,0,NonLandslide_206
29.6631861171,109.877777777,0,NonLandslide_206
29.5385296604,110.668375267,0,NonLandslide_206
29.5574459169,111.076977845,0,NonLandslide_206
29.1728786382,110.868139086,0,NonLandslide_206
29.5514101584,109.755750111,0,NonLandslide_206
29.2549053725,110.572517291,0,NonLandslide_206
29.5616180242,111.175143322,0,NonLandslide_206
29.7537804667,110.167344894,0,NonLandslide_206
28.9409452563,110.34654931,0,NonLandslide_206
29.46082784,110.347646913,0,NonLandslide_206
29.117,110.478,1,Event_58
29.417,110.728,1,Event_58
29.14,110.49,1,Event_58
29.4,110.58,1,Event_58
29.38,110.56,1,Event_58
29.52,110.88,1,Event_58
29.53,110.93,1,Event_58
29.35,110.55,1,Event_58
29.45,110.85,1,Event_58
29.2,110.6,1,Event_58
29.133,110.483,1,Event_58
29.117,110.478,1,Event_58
29.6,110.15,1,Event_58
29.1,110.45,1,Event_58
29.28,111.03,1,Event_58
29.55,110.2,1,Event_58
29.35,110.55,1,Event_58
29.117,110.478,1,Event_58
29.6,110.15,1,Event_58
29.488,110.215,1,Event_58
29.16,110.48,1,Event_58
29.052,110.483,1,Event_58
29.16,110.48,1,Event_58
29.65,110.25,1,Event_58
29.6,110.2,1,Event_58
29.7,110.1,1,Event_58
29.62,110.18,1,Event_58
29.4,110.6,1,Event_58
29.48,110.08,1,Event_58
29.55,110.1,1,Event_58
29.2,110.3,1,Event_58
29.38,111.1,1,Event_58
29.62,110.15,1,Event_58
29.37,111.05,1,Event_58
29.35,110.55,1,Event_58
29.2,110.55,1,Event_58
29.45,111.2,1,Event_58
29.3,111.15,1,Event_58
29.48,111.05,1,Event_58
29.25,110.9,1,Event_58
29.42,110.58,1,Event_58
29.55,110.05,1,Event_58
29.35,110.55,1,Event_58
29.13,110.47,1,Event_58
29.052,110.483,1,Event_58
29.3,110.95,1,Event_58
29.08,110.6,1,Event_58
29.2,110.55,1,Event_58
29.55,110.1,1,Event_58
29.38,110.62,1,Event_58
29.48,111.05,1,Event_58
29.52,110.88,1,Event_58
29.15,110.5,1,Event_58
29.37,111.05,1,Event_58
29.08,110.6,1,Event_58
29.4,111.1,1,Event_58
29.7,110.1,1,Event_58
29.12,110.48,1,Event_58
29.55639,110.20278,1,Buffer_sampled
29.4075,110.12333,1,Buffer_sampled
29.39028,110.11694,1,Buffer_sampled
29.53325,110.93853,1,Buffer_sampled
29.55639,110.20972,1,Buffer_sampled
29.43333,110.15139,1,Buffer_sampled
29.43769,110.91386,1,Buffer_sampled
29.44889,110.52583,1,Buffer_sampled
29.59428,111.23756,1,Buffer_sampled
29.46139,111.16361,1,Buffer_sampled
29.43444,110.16722,1,Buffer_sampled
29.43861,110.18611,1,Buffer_sampled
29.41136,110.48069,1,Buffer_sampled
29.42011,110.48958,1,Buffer_sampled
29.38772,110.48272,1,Buffer_sampled
29.27081,110.51189,1,Buffer_sampled
29.36506,110.31897,1,Buffer_sampled
29.46444,110.68389,1,Buffer_sampled
29.565,111.27528,1,Buffer_sampled
29.28283,110.62881,1,Buffer_sampled
29.45028,110.39444,1,Buffer_sampled
29.62556,110.59833,1,Buffer_sampled
29.27233,110.52347,1,Buffer_sampled
29.39472,110.14972,1,Buffer_sampled
29.32083,110.47583,1,Buffer_sampled
29.54056,110.85556,1,Buffer_sampled
29.46253,110.67094,1,Buffer_sampled
29.51472,111.18778,1,Buffer_sampled
29.57278,110.15889,1,Buffer_sampled
29.44378,110.16292,1,Buffer_sampled
29.41,110.03694,1,Buffer_sampled
29.28364,110.44519,1,Buffer_sampled
29.38044,110.36692,1,Buffer_sampled
29.47278,110.19694,1,Buffer_sampled
29.53258,111.02108,1,Buffer_sampled
29.4625,109.79417,1,Buffer_sampled
29.16917,110.38583,1,Buffer_sampled
29.37406,110.31614,1,Buffer_sampled
29.565,110.01944,1,Buffer_sampled
29.47603,110.66475,1,Buffer_sampled
29.36389,110.30111,1,Buffer_sampled
29.37822,110.37792,1,Buffer_sampled
29.50736,110.91164,1,Buffer_sampled
29.45753,110.69636,1,Buffer_sampled
29.39361,110.09083,1,Buffer_sampled
29.42583,110.19722,1,Buffer_sampled
29.572,111.06906,1,Buffer_sampled
29.27917,110.28472,1,Buffer_sampled
29.28997,110.46453,1,Buffer_sampled
29.67444,110.72886,1,Buffer_sampled
29.51417,109.95389,1,Buffer_sampled
29.40561,110.41314,1,Buffer_sampled
29.31,110.43278,1,Buffer_sampled
29.38078,110.31347,1,Buffer_sampled
29.28153,110.44617,1,Buffer_sampled
29.64953,110.83022,1,Buffer_sampled
29.64089,110.92342,1,Buffer_sampled
29.63414,110.98208,1,Buffer_sampled
29.60786,110.83489,1,Buffer_sampled
29.59794,110.74833,1,Buffer_sampled
29.58564,111.233,1,Buffer_sampled
29.57972,110.39861,1,Buffer_sampled
29.55056,109.95778,1,Buffer_sampled
29.42,110.16083,1,Buffer_sampled
29.34889,110.16,1,Buffer_sampled
29.43694,110.17778,1,Buffer_sampled
29.21111,110.57861,1,Buffer_sampled
29.37031,110.32781,1,Buffer_sampled
29.50617,110.89725,1,Buffer_sampled
29.30453,110.99375,1,Buffer_sampled
29.23272,110.66825,1,Buffer_sampled
29.52194,110.24806,1,Buffer_sampled
29.40972,110.10111,1,Buffer_sampled
29.4642,110.66636,1,Buffer_sampled
29.64233,110.90478,1,Buffer_sampled
29.39367,110.48925,1,Buffer_sampled
29.64672,110.93325,1,Buffer_sampled
29.64106,110.91878,1,Buffer_sampled
29.45111,110.18667,1,Buffer_sampled
29.57472,110.38694,1,Buffer_sampled
29.44917,110.16194,1,Buffer_sampled
29.35472,110.21917,1,Buffer_sampled
29.37806,110.28139,1,Buffer_sampled
29.45167,110.06889,1,Buffer_sampled
29.63667,109.97722,1,Buffer_sampled
29.49139,110.04944,1,Buffer_sampled
29.52667,109.84833,1,Buffer_sampled
29.39639,110.08694,1,Buffer_sampled
29.44278,110.18361,1,Buffer_sampled
29.40528,110.18861,1,Buffer_sampled
29.55522,111.04867,1,Buffer_sampled
29.45972,111.15472,1,Buffer_sampled
29.55194,109.89889,1,Buffer_sampled
29.42222,110.1375,1,Buffer_sampled
29.49194,110.38139,1,Buffer_sampled
29.35333,111.04417,1,Buffer_sampled
29.41528,110.12556,1,Buffer_sampled
29.37555,110.27306,1,Buffer_sampled
29.42472,110.14139,1,Buffer_sampled
29.62617,110.86372,1,Buffer_sampled
29.62581,111.00503,1,Buffer_sampled
29.23444,110.63728,1,Buffer_sampled
29.53111,109.88,1,Buffer_sampled
29.39036,110.47831,1,Buffer_sampled
29.39744,110.39517,1,Buffer_sampled
29.36525,110.32483,1,Buffer_sampled
29.63961,110.90108,1,Buffer_sampled
29.60997,110.85603,1,Buffer_sampled
29.38833,111.22917,1,Buffer_sampled
29.45028,110.195,1,Buffer_sampled
29.455,110.19111,1,Buffer_sampled
29.69917,110.59083,1,Buffer_sampled
29.36333,110.255,1,Buffer_sampled
29.35167,110.22444,1,Buffer_sampled
29.53278,110.46389,1,Buffer_sampled
29.5325,110.47528,1,Buffer_sampled
29.54944,110.11722,1,Buffer_sampled
29.43667,110.36306,1,Buffer_sampled
29.41639,110.09778,1,Buffer_sampled
29.45694,111.13583,1,Buffer_sampled
29.29117,110.65408,1,Buffer_sampled
29.39083,110.12222,1,Buffer_sampled
29.59333,109.94389,1,Buffer_sampled
29.67417,110.71333,1,Buffer_sampled
29.67622,110.89664,1,Buffer_sampled
29.62622,110.87833,1,Buffer_sampled
29.60408,110.82731,1,Buffer_sampled
29.57783,111.08542,1,Buffer_sampled
29.33658,111.01122,1,Buffer_sampled
29.41611,110.23889,1,Buffer_sampled
29.66111,110.86533,1,Buffer_sampled
29.56753,110.99028,1,Buffer_sampled
29.51472,110.28583,1,Buffer_sampled
29.69278,110.75639,1,Buffer_sampled
29.60417,110.56917,1,Buffer_sampled
29.52472,110.09333,1,Buffer_sampled
29.53056,109.82861,1,Buffer_sampled
29.5175,109.84889,1,Buffer_sampled
29.50583,110.30194,1,Buffer_sampled
29.62322,110.87472,1,Buffer_sampled
29.35667,110.24389,1,Buffer_sampled
29.54944,110.07167,1,Buffer_sampled
29.51056,109.89361,1,Buffer_sampled
29.15639,110.47083,1,Buffer_sampled
29.38508,110.39247,1,Buffer_sampled
29.40305,110.42278,1,Buffer_sampled
29.52833,110.85056,1,Buffer_sampled
29.47139,111.01528,1,Buffer_sampled
29.44861,111.16944,1,Buffer_sampled
29.42056,111.04417,1,Buffer_sampled
29.18869,110.96783,1,Buffer_sampled
29.48389,110.51722,1,Buffer_sampled
29.50861,110.44167,1,Buffer_sampled
29.55806,110.12111,1,Buffer_sampled
29.48389,109.98889,1,Buffer_sampled
29.64333,110.17972,1,Buffer_sampled
29.70389,110.12056,1,Buffer_sampled
29.55722,110.12667,1,Buffer_sampled
29.45083,110.15639,1,Buffer_sampled
29.61333,110.31778,1,Buffer_sampled
29.59222,110.55778,1,Buffer_sampled
29.36444,109.95972,1,Buffer_sampled
29.52972,110.09833,1,Buffer_sampled
29.45528,110.14111,1,Buffer_sampled
29.42444,110.16444,1,Buffer_sampled
29.59444,110.27083,1,Buffer_sampled
29.48589,110.42744,1,Buffer_sampled
29.6025,110.57417,1,Buffer_sampled
29.46167,110.18194,1,Buffer_sampled
29.66083,110.70444,1,Buffer_sampled
29.52833,110.29389,1,Buffer_sampled
29.72639,110.65556,1,Buffer_sampled
29.31806,110.13417,1,Buffer_sampled
29.34167,110.24583,1,Buffer_sampled
29.22611,110.17583,1,Buffer_sampled
29.01111,110.83056,1,Buffer_sampled
29.32833,110.31694,1,Buffer_sampled
29.17861,110.49722,1,Buffer_sampled
29.67397,110.97589,1,Buffer_sampled
29.65514,110.93325,1,Buffer_sampled
29.64422,110.92831,1,Buffer_sampled
29.63314,110.93294,1,Buffer_sampled
29.63264,110.89056,1,Buffer_sampled
29.63019,110.92967,1,Buffer_sampled
29.63,111.03322,1,Buffer_sampled
29.62267,110.89794,1,Buffer_sampled
29.61186,110.8995,1,Buffer_sampled
29.60769,110.88803,1,Buffer_sampled
29.59092,110.81625,1,Buffer_sampled
29.58172,111.22378,1,Buffer_sampled
29.34972,111.03717,1,Buffer_sampled
29.37581,111.09097,1,Buffer_sampled
29.296,110.62272,1,Buffer_sampled
29.26508,110.61625,1,Buffer_sampled
29.56806,110.37056,1,Buffer_sampled
29.38889,110.09917,1,Buffer_sampled
29.53222,110.27389,1,Buffer_sampled
29.44389,110.31861,1,Buffer_sampled
29.48556,110.57389,1,Buffer_sampled
29.23269,110.5235,1,Buffer_sampled
29.57275498539887,109.91192660544364,0,Buffer_sampled
29.400331868976814,110.99022426260696,0,Buffer_sampled
29.34909206286137,110.2905276618016,0,Buffer_sampled
29.18479669768404,110.36012771164316,0,Buffer_sampled
29.74192048142044,110.20591510793004,0,Buffer_sampled
29.62480636728964,110.4242714775769,0,Buffer_sampled
29.71914845485537,110.49256240569792,0,Buffer_sampled
29.408465135291586,111.09130185177033,0,Buffer_sampled
29.484104035990228,110.28587758871076,0,Buffer_sampled
29.00911006176576,110.41663332759649,0,Buffer_sampled
29.675230753720133,110.55414473336862,0,Buffer_sampled
